,time_sec,number_total_car,number_departed_car,number_arrived_car,avg_wait_sec,avg_speed_mps,std_queue,avg_queue
351,10530,25,0,2,3.68,7.232449095921176,1.299038105676658,0.75
352,10560,26,1,1,3.269230769230769,6.825270773634935,1.6583123951777,1.0
353,10590,26,0,0,2.576923076923077,8.288900955555269,1.0,0.5
354,10620,24,0,1,4.25,6.092655803555604,1.5360257159305635,0.875
355,10650,28,1,0,15.5,3.7589554866056254,3.018174116912409,1.875
356,10680,32,1,1,2.15625,8.286299571466671,1.5360257159305635,0.875
357,10710,25,0,1,4.6,6.2155586238301135,1.7320508075688772,1.0
358,10740,26,0,2,2.3846153846153846,8.850013233797746,0.8660254037844386,0.5
359,10770,22,1,0,3.3181818181818183,7.06367970855021,0.8569568250501305,0.625
360,10800,27,0,0,15.185185185185185,2.485996641729759,2.8613807855648994,2.25
361,10830,37,1,1,10.54054054054054,5.680588358055959,3.4798527267687636,1.875
362,10860,34,0,0,2.3823529411764706,7.777453887358682,1.299038105676658,0.75
363,10890,27,1,1,4.148148148148148,6.789109896195209,1.964529205687714,1.125
364,10920,27,0,1,3.7777777777777777,7.604597243418494,1.5360257159305635,0.875
365,10950,26,1,1,3.6153846153846154,7.087639116094861,1.5360257159305635,0.875
366,10980,26,1,1,5.038461538461538,5.722834184590388,1.920286436967152,1.25
367,11010,27,0,1,2.4444444444444446,7.78159824633281,1.3919410907075054,0.75
368,11040,23,0,1,2.4782608695652173,8.315920767940751,1.0,0.5
369,11070,23,1,2,3.130434782608696,6.938009298984634,1.5360257159305635,0.875
370,11100,24,0,1,5.083333333333333,7.3608933862067945,1.6909686573085854,0.875
371,11130,26,1,2,3.4615384615384617,7.2067592473366195,1.3919410907075054,0.75
372,11160,24,0,2,3.8333333333333335,8.297928134451553,1.3169567191065923,0.625
373,11190,24,0,1,5.125,6.278649125870019,1.8027756377319946,1.0
374,11220,26,0,1,3.3076923076923075,7.5114049977747435,1.3919410907075054,0.75
375,11250,25,1,1,3.48,6.2518994178929885,1.964529205687714,1.125
376,11280,30,0,0,17.166666666666668,2.283127010201801,3.24037034920393,2.5
377,11310,41,2,1,7.341463414634147,6.781340254498683,2.537222891273055,1.75
378,11340,32,0,0,1.25,8.841408145469112,1.0,0.5
379,11370,24,0,1,5.5,6.687874393527044,1.5360257159305635,0.875
380,11400,26,2,1,2.6923076923076925,7.862688961169946,1.299038105676658,0.75
381,11430,24,0,1,2.6666666666666665,7.423839524827759,1.299038105676658,0.75
382,11460,24,0,2,3.5,7.685330903634644,1.3919410907075054,0.75
383,11490,29,0,0,15.689655172413794,1.7294257731559937,3.07967124868873,2.375
384,11520,38,1,2,6.921052631578948,7.161644995769371,2.345207879911715,1.5
385,11550,29,0,1,1.793103448275862,8.240271667604636,1.0,0.5
386,11580,23,0,2,4.478260869565218,7.731051031255337,1.3919410907075054,0.75
387,11610,24,0,2,2.25,7.66942038896076,1.3228756555322954,0.5
388,11640,24,0,0,5.208333333333333,5.726759166233233,1.964529205687714,1.125
389,11670,28,0,1,1.5,7.844229758739805,1.3169567191065923,0.625
390,11700,25,0,1,4.04,6.59310133601068,1.8027756377319946,1.0
391,11730,31,2,0,17.032258064516128,1.9456150180420346,3.059309562630104,2.875
392,11760,40,0,0,9.6,6.8121109255934345,3.031088913245535,1.75
393,11790,35,1,0,3.6285714285714286,7.997725437278949,1.6909686573085854,1.125
394,11820,26,1,2,2.923076923076923,7.307356601019559,1.5360257159305635,0.875
395,11850,25,0,2,2.4,8.297798261976556,1.1110243021644486,0.625
396,11880,26,1,1,3.1153846153846154,6.3448455843833464,2.315032397181517,1.125
397,11910,26,0,1,14.961538461538462,3.8823595952154664,3.3819373146171707,1.75
398,11940,31,0,2,2.3225806451612905,8.15541677824609,1.299038105676658,0.75
399,11970,28,1,1,4.464285714285714,6.638829790224298,1.964529205687714,1.125
400,12000,26,0,1,2.730769230769231,7.736748733907245,1.299038105676658,0.75
401,12030,24,0,2,3.25,6.846325298563087,1.6909686573085854,0.875
402,12060,27,0,0,2.4814814814814814,7.898100376780757,1.1110243021644486,0.625
403,12090,24,0,1,2.9166666666666665,7.450393084823017,1.3919410907075054,0.75
404,12120,25,0,1,4.24,6.19672379914256,1.5360257159305635,0.875
405,12150,30,0,0,17.633333333333333,1.9041003264163165,2.6896793489187516,2.625
406,12180,40,1,2,12.525,5.6043441905170805,3.75624480032918,2.125
407,12210,36,0,0,1.9166666666666667,8.586081816167981,1.1110243021644486,0.625
408,12240,26,1,2,4.538461538461538,6.414387539543701,1.5360257159305635,0.875
409,12270,26,0,1,2.730769230769231,8.467803197181514,1.3228756555322954,0.5
410,12300,23,0,2,5.217391304347826,5.551079789876377,1.964529205687714,1.125
411,12330,28,2,0,16.5,3.6438071009003443,3.4641016151377544,2.0
412,12360,33,0,1,1.393939393939394,8.651329196912965,1.299038105676658,0.75
413,12390,24,0,2,2.0416666666666665,8.581640006680173,1.0,0.5
414,12420,23,0,2,3.6956521739130435,6.488684551399454,1.5360257159305635,0.875
415,12450,25,0,1,4.68,6.582041620985384,2.0879116360612584,1.125
416,12480,30,1,0,3.033333333333333,7.6276663959803255,1.3635890143294642,0.875
417,12510,25,0,1,5.6,5.779129779769064,1.964529205687714,1.125
418,12540,28,1,1,3.857142857142857,7.330482951059717,1.6909686573085854,1.125
419,12570,27,0,2,2.4814814814814814,7.809692229413515,1.299038105676658,0.75
420,12600,25,0,1,4.68,7.52462234134016,1.299038105676658,0.75
421,12630,24,0,0,3.8333333333333335,7.675075524297836,1.1110243021644486,0.625
422,12660,24,1,1,3.2916666666666665,7.0689439890753905,1.2686114456365274,0.875
423,12690,28,0,0,15.75,2.3222739581007446,2.680951323690902,2.25
424,12720,37,0,1,10.64864864864865,6.096302259256235,3.2572035551988456,1.875
425,12750,33,1,1,2.606060606060606,8.205083215090609,1.3635890143294642,0.875
426,12780,26,0,1,3.230769230769231,7.106636187670914,1.5360257159305635,0.875
427,12810,27,1,2,4.851851851851852,5.926585045125051,2.117634293262177,1.375
428,12840,28,0,1,3.8214285714285716,7.521684720670126,1.5360257159305635,0.875
429,12870,24,0,2,1.375,9.11421485501049,0.4330127018922193,0.25
430,12900,22,1,2,3.227272727272727,6.693764900955295,1.3919410907075054,0.75
431,12930,26,0,1,2.6923076923076925,7.239631851375932,1.2686114456365274,0.875
432,12960,25,0,1,3.24,6.821235024660593,1.5360257159305635,0.875
433,12990,26,1,1,4.538461538461538,5.367527558060976,2.1758618981911515,1.375
434,13020,29,0,2,1.0,9.150715796412557,0.6959705453537527,0.375
435,13050,25,0,2,3.56,7.269046760500092,1.1110243021644486,0.625
436,13080,24,0,1,2.0833333333333335,7.900139988485524,1.1110243021644486,0.625
437,13110,23,1,2,4.739130434782608,6.177591646603772,1.6583123951777,1.0
438,13140,26,2,2,3.923076923076923,6.4406550572845145,1.964529205687714,1.125
439,13170,26,1,0,3.230769230769231,8.011187051993963,1.0897247358851685,0.75
440,13200,23,0,1,5.739130434782608,6.136343710544503,1.7320508075688772,1.0
441,13230,27,0,1,3.7037037037037037,6.47911687024554,1.7320508075688772,1.0
442,13260,28,1,0,16.607142857142858,3.4126301056800776,3.4437443284889775,2.125
443,13290,38,0,0,29.473684210526315,1.5685035601008912,4.948168853222372,3.625
444,13320,49,1,1,6.653061224489796,6.566356351967938,3.3330729064933458,1.875
445,13350,39,0,2,7.230769230769231,6.023793478953465,3.774917217635375,2.0
446,13380,34,1,1,2.3529411764705883,6.999917775158247,1.7320508075688772,1.0
447,13410,34,1,0,17.058823529411764,1.6312800336524986,3.278719262151,3.0
448,13440,42,0,1,13.547619047619047,6.034581463084947,4.075460096725276,2.125
449,13470,35,0,2,3.2857142857142856,7.411483093668806,1.8027756377319946,1.0
450,13500,33,1,1,5.575757575757576,6.786291500959328,2.5495097567963922,1.5
451,13530,28,0,1,3.0,7.43573175048617,1.5360257159305635,0.875
452,13560,25,0,2,4.32,6.489502459156606,1.7320508075688772,1.0
453,13590,25,0,1,1.6,9.66436248201465,0.4330127018922193,0.25
454,13620,23,0,0,4.565217391304348,6.480056166709676,1.5360257159305635,0.875
455,13650,25,0,2,3.76,7.623567372134627,1.299038105676658,0.75
456,13680,26,1,1,3.576923076923077,7.6449836361550165,1.0897247358851685,0.75
457,13710,24,0,1,1.5833333333333333,9.042767307835843,0.6959705453537527,0.375
458,13740,22,0,1,3.3636363636363638,7.170238348109141,0.8660254037844386,0.5
459,13770,26,1,0,2.1923076923076925,8.018695390442344,1.1110243021644486,0.625
460,13800,27,0,0,13.296296296296296,2.5288034404615547,2.4206145913796355,2.125
461,13830,35,0,1,11.4,5.478698588770645,3.191786333700926,1.75
462,13860,36,0,0,28.27777777777778,1.4616930525798328,4.948168853222372,3.375
463,13890,46,0,2,6.217391304347826,7.022167374788993,2.6457513110645907,1.5
464,13920,41,0,0,24.073170731707318,1.600323730601422,4.594493987372276,3.875
465,13950,50,0,2,14.22,6.135934767039386,4.58257569495584,2.5
466,13980,44,0,1,3.9545454545454546,6.586942095048442,2.384848003542364,1.25
467,14010,36,0,2,6.638888888888889,6.441067406281156,3.6033838263498934,1.625
468,14040,35,1,0,22.057142857142857,3.0780119745155337,5.018714974971183,2.75
469,14070,41,0,1,1.8780487804878048,7.5863353398365625,1.3169567191065923,0.625
470,14100,34,0,1,7.088235294117647,5.766166538426542,4.2555111326373005,1.875
471,14130,33,0,1,2.0,6.830647392074213,1.3919410907075054,0.75
472,14160,33,1,1,5.484848484848484,6.86947210366372,2.595067436503337,1.375
473,14190,29,0,1,3.3793103448275863,7.663895791755975,1.5360257159305635,0.875
474,14220,25,1,1,2.08,7.444166686875552,1.0897247358851685,0.75
475,14250,23,0,2,4.304347826086956,6.508148636614493,1.5360257159305635,0.875
476,14280,26,1,0,4.230769230769231,6.416434988629321,1.920286436967152,1.25
477,14310,27,0,1,2.8518518518518516,7.740813096645734,1.299038105676658,0.75
478,14340,27,0,1,4.62962962962963,6.9532644770935645,1.8027756377319946,1.0
479,14370,30,0,0,18.466666666666665,1.922752791605088,2.9553976043842223,2.625
480,14400,40,0,1,10.475,6.092301213166063,3.3330729064933458,1.875
481,14430,33,0,2,3.242424242424242,8.048010986860989,1.5360257159305635,0.875
482,14460,27,0,1,3.7037037037037037,6.918446712532953,1.7320508075688772,1.0
483,14490,27,1,2,2.7777777777777777,8.328007612558517,1.3635890143294642,0.875
484,14520,25,0,1,3.76,6.896544429394007,1.5360257159305635,0.875
485,14550,30,1,0,16.6,2.100113807463976,3.4550687402713134,2.75
486,14580,39,0,2,9.282051282051283,6.532495607675032,3.07967124868873,1.625
487,14610,33,0,0,4.303030303030303,7.0025350222689315,2.384848003542364,1.25
488,14640,30,0,2,2.6666666666666665,7.73633936451592,1.3919410907075054,0.75
489,14670,25,0,2,4.68,6.443385302616192,1.7320508075688772,1.0
490,14700,26,0,0,1.8846153846153846,8.93090180832503,0.9921567416492215,0.375
491,14730,23,1,2,2.6956521739130435,6.684265545801509,1.3919410907075054,0.75
492,14760,24,0,2,3.2916666666666665,7.75601044410259,1.3919410907075054,0.75
493,14790,25,0,0,2.04,8.063899819541513,0.8660254037844386,0.5
494,14820,24,1,2,4.291666666666667,6.598200232249799,1.3635890143294642,0.875
495,14850,26,1,2,3.1153846153846154,7.194419674300351,1.3919410907075054,0.75
496,14880,26,0,2,3.6153846153846154,6.8124015079570235,1.7320508075688772,1.0
497,14910,27,1,1,3.037037037037037,7.976028870675583,1.5360257159305635,0.875
498,14940,28,1,0,14.964285714285714,2.409509757707037,2.384848003542364,2.25
499,14970,37,0,1,11.513513513513514,6.543630036549157,2.8256636388643286,1.625
500,15000,33,0,1,2.1818181818181817,7.992465672342702,1.3919410907075054,0.75
501,15030,26,1,1,2.923076923076923,7.249765979426386,1.2686114456365274,0.875
502,15060,25,0,0,4.6,6.198875977068303,1.5360257159305635,0.875
503,15090,30,0,0,17.966666666666665,1.9706639277533833,3.5685256059050494,2.625
504,15120,39,0,2,7.358974358974359,7.157514461271285,3.0,1.5
505,15150,38,1,0,24.31578947368421,1.3193460752091133,4.29934588047996,3.625
506,15180,49,1,1,28.53061224489796,4.472502461911277,6.101997623729462,3.375
507,15210,50,0,0,47.7,1.0916332963900137,7.321842322803735,5.125
508,15240,59,1,2,9.457627118644067,4.960424011958038,4.264680527307995,2.75
509,15270,52,0,0,6.384615384615385,5.764166103758682,5.31360282670807,2.625
510,15300,48,0,0,25.583333333333332,0.8703522171920474,7.327175444876422,4.75
511,15330,57,0,1,9.578947368421053,5.180795008095677,3.6033838263498934,2.375
512,15360,51,1,1,4.235294117647059,5.459892321269892,3.8709656418005056,2.375
513,15390,45,1,1,1.6222222222222222,6.196757178455739,1.3169567191065923,0.625
514,15420,42,1,2,6.619047619047619,5.641713099321157,4.580870550452174,2.375
515,15450,38,0,2,3.4473684210526314,7.032546121217732,1.8027756377319946,1.0
516,15480,33,0,1,6.575757575757576,6.5653715088384015,3.605551275463989,1.5
517,15510,32,1,0,2.1875,7.578718389561316,1.3169567191065923,0.625
518,15540,28,0,1,6.178571428571429,6.406260343787054,2.222048604328897,1.25
519,15570,34,1,0,20.205882352941178,1.895466753006158,3.6206870894900596,3.125
520,15600,43,0,1,9.883720930232558,5.903065933066993,3.2572035551988456,1.875
521,15630,36,1,2,4.055555555555555,7.813209869238313,1.964529205687714,1.125
522,15660,29,0,1,3.4827586206896552,7.684264792764648,1.3919410907075054,0.75
523,15690,25,0,1,3.36,8.213933856136677,1.299038105676658,0.75
524,15720,28,0,0,14.785714285714286,2.3125237316800016,2.384848003542364,2.25
525,15750,38,1,0,10.552631578947368,6.5375781073656665,3.031088913245535,1.75
526,15780,33,1,1,2.0,8.707920666603892,1.299038105676658,0.75
527,15810,24,0,0,3.75,6.874027093018388,1.299038105676658,0.75
528,15840,25,1,2,2.64,7.584750155183486,1.0897247358851685,0.75
529,15870,23,0,2,3.130434782608696,6.379968347421441,1.5360257159305635,0.875
530,15900,29,1,0,15.448275862068966,2.420012040844179,3.082207001484488,2.5
531,15930,41,1,0,9.268292682926829,6.476480569736529,2.595067436503337,1.625
532,15960,30,0,1,2.1333333333333333,9.005059455536859,1.1110243021644486,0.625
533,15990,25,2,1,5.56,5.427283108507234,1.8666480653835098,1.375
534,16020,27,0,1,1.1851851851851851,8.248349834729792,1.1110243021644486,0.625
535,16050,23,0,0,4.130434782608695,6.988122934452115,1.3919410907075054,0.75
536,16080,25,0,0,3.16,7.6660853256147075,1.1110243021644486,0.625
537,16110,24,0,2,2.9583333333333335,7.15291871133061,1.299038105676658,0.75
538,16140,25,1,1,2.88,6.642557846916748,1.5360257159305635,0.875
539,16170,29,0,0,15.827586206896552,2.212128329778101,2.595067436503337,2.375
540,16200,39,0,1,10.820512820512821,6.467217327488317,3.031088913245535,1.75
541,16230,32,0,2,2.75,8.189478230600725,1.3919410907075054,0.75
542,16260,27,1,1,3.8518518518518516,7.5841482299388945,1.3635890143294642,0.875
543,16290,25,0,1,3.72,6.79250820977805,1.5360257159305635,0.875
544,16320,24,0,1,3.2916666666666665,7.026812629529616,1.3919410907075054,0.75
545,16350,27,0,1,3.962962962962963,6.450773091501445,1.7320508075688772,1.0
546,16380,27,1,1,2.925925925925926,7.215221494160693,1.6583123951777,1.0
547,16410,26,0,2,2.8846153846153846,7.805754065276478,1.6393596310755,0.75
548,16440,25,0,1,2.52,8.075554612376926,1.1110243021644486,0.625
549,16470,27,1,0,14.0,2.368737957546761,2.680951323690902,2.25
550,16500,38,0,1,5.973684210526316,7.022589924730101,2.394655507583502,1.375
551,16530,30,1,2,3.3666666666666667,7.783183853369364,1.5,1.0
552,16560,28,1,0,3.2142857142857144,7.589809398221268,1.6909686573085854,0.875
553,16590,25,0,1,3.44,7.852771172224035,1.3919410907075054,0.75
554,16620,25,0,2,4.16,7.288824060198794,1.299038105676658,0.75
555,16650,25,0,2,2.56,8.027059439676377,1.1110243021644486,0.625
556,16680,24,0,0,4.166666666666667,7.041470589612899,1.3919410907075054,0.75
557,16710,26,1,1,2.423076923076923,8.102767422665558,0.8569568250501305,0.625
558,16740,24,1,2,4.333333333333333,6.015272172234017,2.0879116360612584,1.125
559,16770,27,1,2,4.407407407407407,6.870916322408987,1.7633419974582356,1.125
560,16800,27,0,1,1.8888888888888888,8.628771609658818,0.8660254037844386,0.5
561,16830,26,0,0,13.115384615384615,2.5519168127510485,2.449489742783178,2.0
562,16860,35,0,1,7.3428571428571425,7.31178975558134,2.165063509461097,1.25
563,16890,28,0,2,2.5714285714285716,7.7058762357995345,1.299038105676658,0.75
564,16920,26,1,1,3.6538461538461537,7.737482199423076,1.3635890143294642,0.875
565,16950,28,1,0,15.821428571428571,2.589393432463998,2.912795049432761,2.375
566,16980,38,0,0,7.315789473684211,7.105790025364979,2.222048604328897,1.25
567,17010,29,1,2,2.6206896551724137,8.081537349525492,1.5,1.0
568,17040,29,1,0,15.03448275862069,2.150515045301362,2.496873044429772,2.375
569,17070,38,0,1,11.657894736842104,6.317833313900889,3.2572035551988456,1.875
570,17100,35,1,0,2.942857142857143,8.440013070378619,1.3635890143294642,0.875
571,17130,26,1,1,1.8076923076923077,8.25434594723919,1.3169567191065923,0.625
572,17160,23,0,0,1.826086956521739,8.890916742544768,0.6959705453537527,0.375
573,17190,22,1,1,3.227272727272727,6.7737699911161195,1.5360257159305635,0.875
574,17220,26,0,0,13.846153846153847,4.310224165716618,2.8256636388643286,1.625
575,17250,32,0,1,2.9375,7.903324097461359,1.5360257159305635,0.875
576,17280,27,1,1,2.1481481481481484,8.431180472063026,0.8660254037844386,0.5
577,17310,23,1,2,3.4347826086956523,7.035320494621714,1.299038105676658,0.75
578,17340,24,0,2,3.375,7.002665836205069,1.3919410907075054,0.75
579,17370,28,1,0,13.5,4.938428788620269,2.912795049432761,1.625
580,17400,31,0,1,3.967741935483871,7.074750059137337,1.8027756377319946,1.0
581,17430,26,0,2,2.4615384615384617,8.147338068236106,1.1110243021644486,0.625
582,17460,26,2,2,3.6153846153846154,6.361778181666921,1.6393596310755,1.25
583,17490,26,0,1,2.5384615384615383,7.936482336003246,1.3919410907075054,0.75
584,17520,25,0,1,4.28,6.137547018861648,1.964529205687714,1.125
585,17550,27,1,1,3.8518518518518516,7.126884174678513,1.8027756377319946,1.0
586,17580,25,0,2,5.56,6.245534702239405,1.7320508075688772,1.0
587,17610,24,1,1,4.5,6.3334715411171745,1.964529205687714,1.125
588,17640,16,0,1,1.0625,9.649934552231107,0.6614378277661477,0.25
589,17670,12,1,1,4.0,5.664419640134812,1.653594569415369,0.625
590,17700,13,0,0,2.769230769230769,9.007816848106938,0.6614378277661477,0.25
591,17730,11,0,0,5.909090909090909,5.337494798548777,1.3228756555322954,0.5
592,17760,15,1,0,18.0,2.3611991572787714,3.307189138830738,1.25
593,17790,20,0,0,32.1,1.4503535882355194,4.58257569495584,2.0
594,17820,25,1,0,5.28,7.107215498214391,1.6393596310755,0.75
595,17850,22,0,0,22.681818181818183,1.228944003815811,3.6890886408434267,2.125
596,17880,27,1,1,23.48148148148148,5.674343185954293,3.9350190596742984,1.625
597,17910,21,0,0,49.23809523809524,2.706976864952748,4.960783708246107,1.875
598,17940,24,0,1,2.9166666666666665,7.315864556732737,1.3228756555322954,0.5
599,17970,17,1,1,15.588235294117647,4.869883426541739,2.9764702249476644,1.125
600,18000,17,0,1,2.588235294117647,8.453658245974214,1.3228756555322954,0.5
601,18030,13,0,1,3.3076923076923075,8.046160258466976,0.6614378277661477,0.25
602,18060,10,0,0,3.3,8.547698638752113,0.9921567416492215,0.375
603,18090,4,0,1,15.25,3.372914418601431,0.9921567416492215,0.375
604,18120,2,0,0,0.0,11.243023193774683,0.0,0.0
605,18150,0,0,0,0.0,0.0,0.0,0.0
606,18180,0,0,0,0.0,0.0,0.0,0.0
607,18210,0,0,0,0.0,0.0,0.0,0.0
608,18240,0,0,0,0.0,0.0,0.0,0.0
609,18270,0,0,0,0.0,0.0,0.0,0.0
610,18300,0,0,0,0.0,0.0,0.0,0.0
611,18330,0,0,0,0.0,0.0,0.0,0.0
612,18360,0,0,0,0.0,0.0,0.0,0.0
613,18390,0,0,0,0.0,0.0,0.0,0.0
614,18420,0,0,0,0.0,0.0,0.0,0.0
615,18450,0,0,0,0.0,0.0,0.0,0.0
616,18480,0,0,0,0.0,0.0,0.0,0.0
617,18510,0,0,0,0.0,0.0,0.0,0.0
618,18540,0,0,0,0.0,0.0,0.0,0.0
619,18570,0,0,0,0.0,0.0,0.0,0.0
620,18600,0,0,0,0.0,0.0,0.0,0.0
621,18630,0,0,0,0.0,0.0,0.0,0.0
622,18660,0,0,0,0.0,0.0,0.0,0.0
623,18690,0,0,0,0.0,0.0,0.0,0.0
624,18720,0,0,0,0.0,0.0,0.0,0.0
625,18750,0,0,0,0.0,0.0,0.0,0.0
626,18780,0,0,0,0.0,0.0,0.0,0.0
627,18810,0,0,0,0.0,0.0,0.0,0.0
628,18840,0,0,0,0.0,0.0,0.0,0.0
629,18870,0,0,0,0.0,0.0,0.0,0.0
630,18900,0,0,0,0.0,0.0,0.0,0.0
631,18930,0,0,0,0.0,0.0,0.0,0.0
632,18960,0,0,0,0.0,0.0,0.0,0.0
633,18990,0,0,0,0.0,0.0,0.0,0.0
634,19020,0,0,0,0.0,0.0,0.0,0.0
635,19050,0,0,0,0.0,0.0,0.0,0.0
636,19080,0,0,0,0.0,0.0,0.0,0.0
637,19110,0,0,0,0.0,0.0,0.0,0.0
638,19140,0,0,0,0.0,0.0,0.0,0.0
639,19170,0,0,0,0.0,0.0,0.0,0.0
640,19200,0,0,0,0.0,0.0,0.0,0.0
641,19230,0,0,0,0.0,0.0,0.0,0.0
642,19260,0,0,0,0.0,0.0,0.0,0.0
643,19290,0,0,0,0.0,0.0,0.0,0.0
644,19320,0,0,0,0.0,0.0,0.0,0.0
645,19350,0,0,0,0.0,0.0,0.0,0.0
646,19380,0,0,0,0.0,0.0,0.0,0.0
647,19410,0,0,0,0.0,0.0,0.0,0.0
648,19440,0,0,0,0.0,0.0,0.0,0.0
649,19470,0,0,0,0.0,0.0,0.0,0.0
650,19500,0,0,0,0.0,0.0,0.0,0.0
651,19530,0,0,0,0.0,0.0,0.0,0.0
652,19560,0,0,0,0.0,0.0,0.0,0.0
653,19590,0,0,0,0.0,0.0,0.0,0.0
654,19620,0,0,0,0.0,0.0,0.0,0.0
655,19650,0,0,0,0.0,0.0,0.0,0.0
656,19680,0,0,0,0.0,0.0,0.0,0.0
657,19710,0,0,0,0.0,0.0,0.0,0.0
658,19740,0,0,0,0.0,0.0,0.0,0.0
659,19770,0,0,0,0.0,0.0,0.0,0.0
660,19800,0,0,0,0.0,0.0,0.0,0.0
661,19830,0,0,0,0.0,0.0,0.0,0.0
662,19860,0,0,0,0.0,0.0,0.0,0.0
663,19890,0,0,0,0.0,0.0,0.0,0.0
664,19920,0,0,0,0.0,0.0,0.0,0.0
665,19950,0,0,0,0.0,0.0,0.0,0.0
666,19980,0,0,0,0.0,0.0,0.0,0.0
667,20010,0,0,0,0.0,0.0,0.0,0.0
668,20040,0,0,0,0.0,0.0,0.0,0.0
669,20070,0,0,0,0.0,0.0,0.0,0.0
670,20100,0,0,0,0.0,0.0,0.0,0.0
671,20130,0,0,0,0.0,0.0,0.0,0.0
672,20160,0,0,0,0.0,0.0,0.0,0.0
673,20190,0,0,0,0.0,0.0,0.0,0.0
674,20220,0,0,0,0.0,0.0,0.0,0.0
675,20250,0,0,0,0.0,0.0,0.0,0.0
676,20280,0,0,0,0.0,0.0,0.0,0.0
677,20310,0,0,0,0.0,0.0,0.0,0.0
678,20340,0,0,0,0.0,0.0,0.0,0.0
679,20370,0,0,0,0.0,0.0,0.0,0.0
680,20400,0,0,0,0.0,0.0,0.0,0.0
681,20430,0,0,0,0.0,0.0,0.0,0.0
682,20460,0,0,0,0.0,0.0,0.0,0.0
683,20490,0,0,0,0.0,0.0,0.0,0.0
684,20520,0,0,0,0.0,0.0,0.0,0.0
685,20550,0,0,0,0.0,0.0,0.0,0.0
686,20580,0,0,0,0.0,0.0,0.0,0.0
687,20610,0,0,0,0.0,0.0,0.0,0.0
688,20640,0,0,0,0.0,0.0,0.0,0.0
689,20670,0,0,0,0.0,0.0,0.0,0.0
690,20700,0,0,0,0.0,0.0,0.0,0.0
691,20730,0,0,0,0.0,0.0,0.0,0.0
692,20760,0,0,0,0.0,0.0,0.0,0.0
693,20790,0,0,0,0.0,0.0,0.0,0.0
694,20820,0,0,0,0.0,0.0,0.0,0.0
695,20850,0,0,0,0.0,0.0,0.0,0.0
696,20880,0,0,0,0.0,0.0,0.0,0.0
697,20910,0,0,0,0.0,0.0,0.0,0.0
698,20940,0,0,0,0.0,0.0,0.0,0.0
699,20970,0,0,0,0.0,0.0,0.0,0.0
700,21000,0,0,0,0.0,0.0,0.0,0.0
701,21030,0,0,0,0.0,0.0,0.0,0.0
702,21060,0,0,0,0.0,0.0,0.0,0.0
703,21090,0,0,0,0.0,0.0,0.0,0.0
704,21120,0,0,0,0.0,0.0,0.0,0.0
705,21150,0,0,0,0.0,0.0,0.0,0.0
706,21180,0,0,0,0.0,0.0,0.0,0.0
707,21210,0,0,0,0.0,0.0,0.0,0.0
708,21240,0,0,0,0.0,0.0,0.0,0.0
709,21270,0,0,0,0.0,0.0,0.0,0.0
710,21300,0,0,0,0.0,0.0,0.0,0.0
711,21330,0,0,0,0.0,0.0,0.0,0.0
712,21360,0,0,0,0.0,0.0,0.0,0.0
713,21390,0,0,0,0.0,0.0,0.0,0.0
714,21420,0,0,0,0.0,0.0,0.0,0.0
715,21450,0,0,0,0.0,0.0,0.0,0.0
716,21480,0,0,0,0.0,0.0,0.0,0.0
717,21510,0,0,0,0.0,0.0,0.0,0.0
718,21540,0,0,0,0.0,0.0,0.0,0.0
719,21570,0,0,0,0.0,0.0,0.0,0.0
720,21600,0,0,0,0.0,0.0,0.0,0.0
721,21630,0,0,0,0.0,0.0,0.0,0.0
722,21660,0,0,0,0.0,0.0,0.0,0.0
723,21690,0,0,0,0.0,0.0,0.0,0.0
724,21720,0,0,0,0.0,0.0,0.0,0.0
725,21750,0,0,0,0.0,0.0,0.0,0.0
726,21780,0,0,0,0.0,0.0,0.0,0.0
727,21810,0,0,0,0.0,0.0,0.0,0.0
728,21840,0,0,0,0.0,0.0,0.0,0.0
729,21870,0,0,0,0.0,0.0,0.0,0.0
730,21900,0,0,0,0.0,0.0,0.0,0.0
731,21930,0,0,0,0.0,0.0,0.0,0.0
732,21960,0,0,0,0.0,0.0,0.0,0.0
733,21990,0,0,0,0.0,0.0,0.0,0.0
734,22020,0,0,0,0.0,0.0,0.0,0.0
735,22050,0,0,0,0.0,0.0,0.0,0.0
736,22080,0,0,0,0.0,0.0,0.0,0.0
737,22110,0,0,0,0.0,0.0,0.0,0.0
738,22140,0,0,0,0.0,0.0,0.0,0.0
739,22170,0,0,0,0.0,0.0,0.0,0.0
740,22200,0,0,0,0.0,0.0,0.0,0.0
741,22230,0,0,0,0.0,0.0,0.0,0.0
742,22260,0,0,0,0.0,0.0,0.0,0.0
743,22290,0,0,0,0.0,0.0,0.0,0.0
744,22320,0,0,0,0.0,0.0,0.0,0.0
745,22350,0,0,0,0.0,0.0,0.0,0.0
746,22380,0,0,0,0.0,0.0,0.0,0.0
747,22410,0,0,0,0.0,0.0,0.0,0.0
748,22440,0,0,0,0.0,0.0,0.0,0.0
749,22470,0,0,0,0.0,0.0,0.0,0.0
750,22500,0,0,0,0.0,0.0,0.0,0.0
751,22530,0,0,0,0.0,0.0,0.0,0.0
752,22560,0,0,0,0.0,0.0,0.0,0.0
753,22590,0,0,0,0.0,0.0,0.0,0.0
754,22620,0,0,0,0.0,0.0,0.0,0.0
755,22650,0,0,0,0.0,0.0,0.0,0.0
