,Simulation_step,avg_wait_time_30,reward_30,reward_epoch
0,30,0.56,-0.56,-0.56
1,60,10.804878048780488,-10.244878048780487,-10.804878048780488
2,90,25.25925925925926,-14.454381210478772,-25.25925925925926
3,120,32.03174603174603,-6.772486772486772,-32.03174603174603
4,150,41.80487804878049,-9.773132017034456,-41.80487804878049
5,180,51.0990099009901,-9.29413185220961,-51.0990099009901
6,210,45.4,5.699009900990099,-45.4
7,240,50.76315789473684,-5.363157894736844,-50.76315789473684
8,270,61.80487804878049,-11.041720154043645,-61.80487804878049
9,300,71.17647058823529,-9.371592539454802,-71.17647058823529
10,330,79.1118881118881,-7.935417523652816,-79.1118881118881
11,360,85.12837837837837,-6.0164902664902655,-85.12837837837837
12,390,90.51908396946565,-5.390705591087283,-90.51908396946565
13,420,91.9453125,-1.4262285305343454,-91.9453125
14,450,92.08461538461539,-0.13930288461538964,-92.08461538461539
15,480,93.6076923076923,-1.5230769230769141,-93.6076923076923
16,510,96.72307692307692,-3.115384615384613,-96.72307692307692
17,540,99.98461538461538,-3.261538461538464,-99.98461538461538
18,570,99.92248062015504,0.06213476446033894,-99.92248062015504
19,600,99.49612403100775,0.42635658914728936,-99.49612403100775
20,630,99.49612403100775,0.0,-99.49612403100775
21,660,96.86614173228347,2.6299822987242862,-96.86614173228347
22,690,95.9375,0.9286417322834666,-95.9375
23,720,94.30909090909091,1.6284090909090878,-94.30909090909091
24,750,90.69026548672566,3.618825422365248,-90.69026548672566
25,780,91.6086956521739,-0.9184301654482425,-91.6086956521739
26,810,75.65979381443299,15.94890183774092,-75.65979381443299
27,840,76.06,-0.4002061855670149,-76.06
28,870,78.58823529411765,-2.52823529411765,-78.58823529411765
29,900,78.04385964912281,0.5443756449948438,-78.04385964912281
30,930,84.125,-6.081140350877192,-84.125
31,960,83.8695652173913,0.25543478260870245,-83.8695652173913
32,990,77.6930693069307,6.176495910460602,-77.6930693069307
33,1020,72.78761061946902,4.905458687461675,-72.78761061946902
34,1050,77.41025641025641,-4.622645790787388,-77.41025641025641
35,1080,76.96969696969697,0.44055944055943996,-76.96969696969697
36,1110,82.58865248226951,-5.618955512572541,-82.58865248226951
37,1140,95.29838709677419,-12.709734614504683,-95.29838709677419
38,1170,98.45967741935483,-3.1612903225806406,-98.45967741935483
39,1200,99.81451612903226,-1.3548387096774235,-99.81451612903226
40,1230,100.0,-0.18548387096774377,-100.0
41,1260,98.6952380952381,1.3047619047619037,-98.6952380952381
42,1290,89.8108108108108,8.88442728442729,-89.8108108108108
43,1320,82.4957264957265,7.315084315084306,-82.4957264957265
44,1350,76.41538461538461,6.080341880341891,-76.41538461538461
45,1380,83.19548872180451,-6.780104106419898,-83.19548872180451
46,1410,87.28057553956835,-4.0850868177638375,-87.28057553956835
47,1440,95.02158273381295,-7.741007194244602,-95.02158273381295
48,1470,98.37410071942446,-3.352517985611513,-98.37410071942446
49,1500,99.92805755395683,-1.5539568345323715,-99.92805755395683
50,1530,100.0,-0.0719424460431668,-100.0
51,1560,99.70289855072464,0.29710144927535964,-99.70289855072464
