,Simulation_step,avg_wait_time_30,reward_30,reward_epoch
0,30,0.7777777777777778,-0.7777777777777778,-0.7777777777777778
1,60,11.8125,-11.034722222222221,-11.8125
2,90,18.90566037735849,-7.09316037735849,-18.90566037735849
3,120,33.28358208955224,-14.37792171219375,-33.28358208955224
4,150,48.50632911392405,-15.222747024371813,-48.50632911392405
5,180,64.06976744186046,-15.56343832793641,-64.06976744186046
6,210,68.52272727272727,-4.452959830866803,-68.52272727272727
7,240,82.3125,-13.789772727272734,-82.3125
8,270,84.01219512195122,-1.6996951219512226,-84.01219512195122
9,300,81.5909090909091,2.421286031042129,-81.5909090909091
10,330,83.04545454545455,-1.4545454545454533,-83.04545454545455
11,360,75.36842105263158,7.6770334928229715,-75.36842105263158
12,390,73.96907216494846,1.399348887683118,-73.96907216494846
13,420,76.75510204081633,-2.786029875867868,-76.75510204081633
14,450,74.63063063063063,2.1244714101856914,-74.63063063063063
15,480,74.93650793650794,-0.3058773058773028,-74.93650793650794
16,510,77.59166666666667,-2.655158730158732,-77.59166666666667
17,540,83.40178571428571,-5.81011904761904,-83.40178571428571
18,570,78.968,4.433785714285705,-78.968
19,600,82.13709677419355,-3.169096774193548,-82.13709677419355
20,630,86.98387096774194,-4.846774193548384,-86.98387096774194
21,660,86.61417322834646,0.3696977393954768,-86.61417322834646
22,690,82.98507462686567,3.6290986014807913,-82.98507462686567
23,720,83.61428571428571,-0.6292110874200461,-83.61428571428571
24,750,88.51748251748252,-4.903196803196806,-88.51748251748252
25,780,95.76223776223776,-7.24475524475524,-95.76223776223776
26,810,99.22377622377623,-3.461538461538467,-99.22377622377623
27,840,100.0,-0.7762237762237731,-100.0
28,870,100.0,0.0,-100.0
29,900,100.0,0.0,-100.0
30,930,100.0,0.0,-100.0
31,960,98.19148936170212,1.808510638297875,-98.19148936170212
32,990,94.02985074626865,4.161638615433475,-94.02985074626865
33,1020,94.05223880597015,-0.022388059701498264,-94.05223880597015
34,1050,94.3529411764706,-0.3007023705004457,-94.3529411764706
35,1080,98.04504504504504,-3.692103868574449,-98.04504504504504
36,1110,96.48214285714286,1.562902187902182,-96.48214285714286
37,1140,94.78947368421052,1.6926691729323409,-94.78947368421052
38,1170,91.325,3.4644736842105175,-91.325
39,1200,89.05511811023622,2.2698818897637807,-89.05511811023622
40,1230,89.21052631578948,-0.15540820555325752,-89.21052631578948
41,1260,92.96946564885496,-3.7589393330654843,-92.96946564885496
42,1290,87.58620689655173,5.3832587523032345,-87.58620689655173
43,1320,79.7196261682243,7.866580728327435,-79.7196261682243
44,1350,71.7,8.019626168224292,-71.7
45,1380,68.46491228070175,3.2350877192982495,-68.46491228070175
46,1410,69.6015625,-1.1366502192982466,-69.6015625
47,1440,82.24615384615385,-12.644591346153845,-82.24615384615385
48,1470,87.29357798165138,-5.047424135497536,-87.29357798165138
49,1500,84.46280991735537,2.8307680642960094,-84.46280991735537
50,1530,78.32743362831859,6.135376289036785,-78.32743362831859
51,1560,78.13592233009709,0.19151129822149926,-78.13592233009709
52,1590,77.52941176470588,0.6065105653912042,-77.52941176470588
53,1620,72.86206896551724,4.667342799188646,-72.86206896551724
54,1650,80.01851851851852,-7.156449553001281,-80.01851851851852
55,1680,89.83653846153847,-9.818019943019948,-89.83653846153847
56,1710,89.00970873786407,0.8268297236743933,-89.00970873786407
57,1740,80.78448275862068,8.22522597924339,-80.78448275862068
58,1770,78.58536585365853,2.1991169049621533,-78.58536585365853
59,1800,78.57777777777778,0.007588075880747169,-78.57777777777778
60,1830,83.7132867132867,-5.135508935508923,-83.7132867132867
61,1860,91.69718309859155,-7.9838963853048455,-91.69718309859155
62,1890,93.9225352112676,-2.225352112676049,-93.9225352112676
63,1920,94.77083333333333,-0.848298122065728,-94.77083333333333
64,1950,96.01398601398601,-1.2431526806526847,-96.01398601398601
65,1980,98.43356643356644,-2.419580419580427,-98.43356643356644
66,2010,98.78014184397163,-0.3465754104051939,-98.78014184397163
67,2040,98.31205673758865,0.4680851063829863,-98.31205673758865
68,2070,98.31205673758865,0.0,-98.31205673758865
69,2100,99.01418439716312,-0.7021276595744723,-99.01418439716312
70,2130,100.0,-0.9858156028368796,-100.0
71,2160,99.99285714285715,0.007142857142852677,-99.99285714285715
72,2190,94.55932203389831,5.433535108958836,-94.55932203389831
73,2220,81.23015873015873,13.329163303739577,-81.23015873015873
74,2250,70.57377049180327,10.656388238355461,-70.57377049180327
75,2280,73.25984251968504,-2.686072027881764,-73.25984251968504
