,Simulation_step,avg_wait_time_30,reward_30,reward_epoch
0,30,0.4782608695652174,-0.4782608695652174,-0.4782608695652174
1,60,10.125,-9.646739130434783,-10.125
2,90,19.020408163265305,-8.895408163265305,-19.020408163265305
3,120,32.02985074626866,-13.009442583003352,-32.02985074626866
4,150,40.108108108108105,-8.078257361839448,-40.108108108108105
5,180,50.91358024691358,-10.805472138805477,-50.91358024691358
6,210,54.92156862745098,-4.007988380537398,-54.92156862745098
7,240,65.21,-10.288431372549013,-65.21
8,270,61.829787234042556,3.380212765957438,-61.829787234042556
9,300,60.48148148148148,1.3483057525610747,-60.48148148148148
10,330,60.825,-0.3435185185185219,-60.825
11,360,61.54074074074074,-0.7157407407407348,-61.54074074074074
12,390,73.73426573426573,-12.193524993524996,-73.73426573426573
13,420,83.16417910447761,-9.429913370211878,-83.16417910447761
14,450,89.81481481481481,-6.650635710337198,-89.81481481481481
15,480,93.20143884892086,-3.386624034106049,-93.20143884892086
16,510,91.86805555555556,1.3333832933653014,-91.86805555555556
17,540,94.64827586206897,-2.7802203065134137,-94.64827586206897
18,570,95.26612903225806,-0.6178531701890932,-95.26612903225806
19,600,81.61864406779661,13.647484964461455,-81.61864406779661
20,630,67.08035714285714,14.53828692493947,-67.08035714285714
21,660,66.66371681415929,0.41664032869785217,-66.66371681415929
22,690,71.09615384615384,-4.432437031994553,-71.09615384615384
23,720,78.79629629629629,-7.700142450142451,-78.79629629629629
24,750,83.53398058252426,-4.737684286227974,-83.53398058252426
25,780,73.94059405940594,9.593386523118326,-73.94059405940594
26,810,78.8913043478261,-4.950710288420154,-78.8913043478261
27,840,80.42045454545455,-1.5291501976284536,-80.42045454545455
28,870,79.02127659574468,1.3991779497098662,-79.02127659574468
29,900,80.29213483146067,-1.2708582357159912,-80.29213483146067
30,930,70.07446808510639,10.217666746354283,-70.07446808510639
31,960,60.833333333333336,9.241134751773053,-60.833333333333336
32,990,57.99065420560748,2.8426791277258587,-57.99065420560748
33,1020,67.88461538461539,-9.89396117900791,-67.88461538461539
34,1050,76.58558558558559,-8.700970200970204,-76.58558558558559
35,1080,79.50413223140495,-2.9185466458193616,-79.50413223140495
36,1110,80.70992366412214,-1.2057914327171915,-80.70992366412214
37,1140,80.15277777777777,0.5571458863443723,-80.15277777777777
38,1170,80.34810126582279,-0.19532348804501964,-80.34810126582279
39,1200,78.83766233766234,1.510438928160454,-78.83766233766234
40,1230,80.45161290322581,-1.6139505655634707,-80.45161290322581
41,1260,80.56737588652483,-0.11576298329902102,-80.56737588652483
42,1290,72.075,8.492375886524826,-72.075
43,1320,70.57142857142857,1.5035714285714334,-70.57142857142857
44,1350,76.0,-5.428571428571431,-76.0
45,1380,85.83116883116882,-9.831168831168824,-85.83116883116882
46,1410,90.89171974522293,-5.0605509140541045,-90.89171974522293
47,1440,92.72058823529412,-1.8288684900711871,-92.72058823529412
48,1470,86.12244897959184,6.598139255702279,-86.12244897959184
49,1500,84.58041958041959,1.5420293991722502,-84.58041958041959
50,1530,84.34507042253522,0.2353491578843716,-84.34507042253522
51,1560,87.97278911564626,-3.627718693111049,-87.97278911564626
52,1590,94.26573426573427,-6.292945150088002,-94.26573426573427
53,1620,94.72727272727273,-0.461538461538467,-94.72727272727273
54,1650,88.57142857142857,6.155844155844164,-88.57142857142857
55,1680,79.64485981308411,8.926568758344459,-79.64485981308411
56,1710,82.58653846153847,-2.9416786484543564,-82.58653846153847
57,1740,78.54310344827586,4.043435013262609,-78.54310344827586
58,1770,82.50862068965517,-3.9655172413793167,-82.50862068965517
59,1800,80.06201550387597,2.4466051857792053,-80.06201550387597
60,1830,75.23275862068965,4.829256883186318,-75.23275862068965
61,1860,72.376,2.8567586206896465,-72.376
62,1890,74.68840579710145,-2.312405797101448,-74.68840579710145
63,1920,73.64615384615385,1.0422519509476018,-73.64615384615385
64,1950,73.71666666666667,-0.0705128205128176,-73.71666666666667
65,1980,77.41964285714286,-3.7029761904761926,-77.41964285714286
