,Simulation_step,avg_wait_time_30,reward_30,reward_epoch
0,30,0.7777777777777778,-0.7777777777777778,-0.7777777777777778
1,60,9.108108108108109,-8.33033033033033,-9.108108108108109
2,90,10.380952380952381,-1.2728442728442726,-10.380952380952381
3,120,17.017857142857142,-6.636904761904761,-17.017857142857142
4,150,31.139240506329113,-14.12138336347197,-31.139240506329113
5,180,32.86904761904762,-1.7298071127185075,-32.86904761904762
6,210,49.01219512195122,-16.143147502903602,-49.01219512195122
7,240,60.68539325842696,-11.67319813647574,-60.68539325842696
8,270,67.81372549019608,-7.1283322317691145,-67.81372549019608
9,300,73.45614035087719,-5.642414860681114,-73.45614035087719
10,330,76.17829457364341,-2.722154222766221,-76.17829457364341
11,360,80.06194690265487,-3.883652329011454,-80.06194690265487
12,390,92.46,-12.398053097345127,-92.46
13,420,95.23469387755102,-2.77469387755103,-95.23469387755102
14,450,93.98,1.25469387755102,-93.98
15,480,94.58,-0.5999999999999943,-94.58
16,510,96.61,-2.030000000000001,-96.61
17,540,97.55128205128206,-0.9412820512820588,-97.55128205128206
18,570,83.35,14.201282051282064,-83.35
19,600,75.16176470588235,8.188235294117646,-75.16176470588235
20,630,68.09756097560975,7.064203730272595,-68.09756097560975
21,660,71.22222222222223,-3.124661246612476,-71.22222222222223
22,690,65.34883720930233,5.873385012919897,-65.34883720930233
23,720,65.04166666666667,0.3071705426356601,-65.04166666666667
24,750,66.32432432432432,-1.2826576576576514,-66.32432432432432
25,780,73.73626373626374,-7.411939411939414,-73.73626373626374
26,810,72.60396039603961,1.1323033402241265,-72.60396039603961
27,840,75.4,-2.796039603960395,-75.4
28,870,81.65,-6.25,-81.65
29,900,93.61,-11.959999999999994,-93.61
30,930,98.83,-5.219999999999999,-98.83
31,960,100.0,-1.1700000000000017,-100.0
32,990,100.0,0.0,-100.0
33,1020,95.88311688311688,4.116883116883116,-95.88311688311688
34,1050,75.13636363636364,20.746753246753244,-75.13636363636364
35,1080,68.79207920792079,6.3442844284428475,-68.79207920792079
36,1110,67.18604651162791,1.6060326962928855,-67.18604651162791
37,1140,72.08888888888889,-4.902842377260981,-72.08888888888889
38,1170,71.86407766990291,0.22481121898597678,-71.86407766990291
39,1200,80.25490196078431,-8.390824290881397,-80.25490196078431
40,1230,88.05,-7.795098039215688,-88.05
41,1260,82.41935483870968,5.6306451612903174,-82.41935483870968
42,1290,80.29230769230769,2.127047146401992,-80.29230769230769
43,1320,78.86153846153846,1.4307692307692292,-78.86153846153846
44,1350,69.14084507042253,9.72069339111593,-69.14084507042253
45,1380,65.2439024390244,3.896942631398133,-65.2439024390244
46,1410,72.48684210526316,-7.242939666238769,-72.48684210526316
47,1440,81.85333333333334,-9.366491228070174,-81.85333333333334
48,1470,82.1375,-0.284166666666664,-82.1375
49,1500,83.40243902439025,-1.2649390243902445,-83.40243902439025
